lead_id,lead_date,campaign_id,campaign_name,marketing_channel,target_segment,funnel_stage,is_mql,is_sql,is_opportunity,is_customer,deal_value_usd,days_to_close
LEAD-20247505,2025-08-28,CMP-09,Customer Reactivation Drip,Email Marketing,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,7
LEAD-20247506,2025-08-10,CMP-09,Customer Reactivation Drip,Email Marketing,Enterprise,Closed Won,1,1,1,1,25016.39,69
LEAD-20247507,2025-10-13,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Sales Qualified Lead,1,1,0,0,0.0,38
LEAD-20247508,2025-09-20,CMP-02,Enterprise Search Dominance,Google Ads,SMB,Opportunity,1,1,1,0,0.0,21
LEAD-20247509,2025-01-27,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247510,2025-12-07,CMP-09,Customer Reactivation Drip,Email Marketing,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247511,2024-11-04,CMP-03,SaaS Growth Nurture Series,Email Marketing,SMB,Marketing Qualified Lead,1,0,0,0,0.0,17
LEAD-20247512,2024-10-09,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247513,2025-03-17,CMP-02,Enterprise Search Dominance,Google Ads,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247514,2025-05-01,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,19
LEAD-20247515,2024-02-29,CMP-02,Enterprise Search Dominance,Google Ads,Mid-Market,Opportunity,1,1,1,0,0.0,88
LEAD-20247516,2025-02-19,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,15
LEAD-20247517,2025-08-25,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247518,2025-09-25,CMP-06,Creator Industry Endorsement,Influencer Partnerships,SMB,Sales Qualified Lead,1,1,0,0,0.0,38
LEAD-20247519,2024-10-10,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Enterprise,Sales Qualified Lead,1,1,0,0,0.0,20
LEAD-20247520,2024-08-19,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,8
LEAD-20247521,2025-07-11,CMP-09,Customer Reactivation Drip,Email Marketing,Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247522,2025-04-20,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,12
LEAD-20247523,2025-06-13,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247524,2025-11-23,CMP-03,SaaS Growth Nurture Series,Email Marketing,SMB,Sales Qualified Lead,1,1,0,0,0.0,14
LEAD-20247525,2025-09-09,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247526,2025-01-05,CMP-03,SaaS Growth Nurture Series,Email Marketing,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,19
LEAD-20247527,2024-02-26,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,16
LEAD-20247528,2024-05-01,CMP-03,SaaS Growth Nurture Series,Email Marketing,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,8
LEAD-20247529,2024-09-11,CMP-09,Customer Reactivation Drip,Email Marketing,Enterprise,Opportunity,1,1,1,0,0.0,35
LEAD-20247530,2024-10-23,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,8
LEAD-20247531,2024-08-24,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Enterprise,Sales Qualified Lead,1,1,0,0,0.0,35
LEAD-20247532,2025-05-09,CMP-09,Customer Reactivation Drip,Email Marketing,SMB,Sales Qualified Lead,1,1,0,0,0.0,45
LEAD-20247533,2024-05-19,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247534,2024-11-23,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247535,2025-01-19,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247536,2024-08-20,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,13
LEAD-20247537,2025-03-11,CMP-03,SaaS Growth Nurture Series,Email Marketing,SMB,Opportunity,1,1,1,0,0.0,53
LEAD-20247538,2025-01-19,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247539,2025-06-18,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,14
LEAD-20247540,2024-04-08,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247541,2025-04-28,CMP-09,Customer Reactivation Drip,Email Marketing,Mid-Market,Opportunity,1,1,1,0,0.0,55
LEAD-20247542,2025-02-27,CMP-06,Creator Industry Endorsement,Influencer Partnerships,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247543,2025-03-29,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),SMB,Marketing Qualified Lead,1,0,0,0,0.0,13
LEAD-20247544,2024-01-21,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),SMB,Marketing Qualified Lead,1,0,0,0,0.0,11
LEAD-20247545,2024-09-13,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247546,2025-01-06,CMP-08,High-Intent Keyword Capture,Google Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247547,2025-07-20,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Sales Qualified Lead,1,1,0,0,0.0,28
LEAD-20247548,2025-01-12,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247549,2024-09-25,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247550,2024-11-25,CMP-09,Customer Reactivation Drip,Email Marketing,SMB,Closed Won,1,1,1,1,3836.78,103
LEAD-20247551,2025-01-07,CMP-03,SaaS Growth Nurture Series,Email Marketing,SMB,Opportunity,1,1,1,0,0.0,71
LEAD-20247552,2024-01-23,CMP-08,High-Intent Keyword Capture,Google Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,12
LEAD-20247553,2024-06-17,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Enterprise,Sales Qualified Lead,1,1,0,0,0.0,23
LEAD-20247554,2025-05-31,CMP-03,SaaS Growth Nurture Series,Email Marketing,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247555,2024-09-30,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,3
LEAD-20247556,2025-10-03,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Opportunity,1,1,1,0,0.0,37
LEAD-20247557,2025-10-01,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,17
LEAD-20247558,2025-05-27,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,14
LEAD-20247559,2024-10-28,CMP-03,SaaS Growth Nurture Series,Email Marketing,SMB,Sales Qualified Lead,1,1,0,0,0.0,41
LEAD-20247560,2025-02-27,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247561,2025-07-04,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),SMB,Closed Won,1,1,1,1,4524.61,99
LEAD-20247562,2025-07-22,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),SMB,Marketing Qualified Lead,1,0,0,0,0.0,18
LEAD-20247563,2024-02-14,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),SMB,Marketing Qualified Lead,1,0,0,0,0.0,18
LEAD-20247564,2025-11-19,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247565,2024-09-27,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Enterprise,Sales Qualified Lead,1,1,0,0,0.0,22
LEAD-20247566,2024-01-13,CMP-06,Creator Industry Endorsement,Influencer Partnerships,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247567,2025-04-30,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,13
LEAD-20247568,2025-02-14,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,19
LEAD-20247569,2024-04-09,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Enterprise,Opportunity,1,1,1,0,0.0,72
LEAD-20247570,2025-07-17,CMP-09,Customer Reactivation Drip,Email Marketing,SMB,Closed Won,1,1,1,1,1771.03,101
LEAD-20247571,2024-08-10,CMP-03,SaaS Growth Nurture Series,Email Marketing,SMB,Opportunity,1,1,1,0,0.0,46
LEAD-20247572,2024-08-09,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247573,2025-04-21,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,SMB,Sales Qualified Lead,1,1,0,0,0.0,38
LEAD-20247574,2025-09-23,CMP-03,SaaS Growth Nurture Series,Email Marketing,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,20
LEAD-20247575,2024-07-30,CMP-08,High-Intent Keyword Capture,Google Ads,Enterprise,Sales Qualified Lead,1,1,0,0,0.0,20
LEAD-20247576,2025-03-25,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),SMB,Marketing Qualified Lead,1,0,0,0,0.0,20
LEAD-20247577,2024-04-27,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,9
LEAD-20247578,2025-11-16,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247579,2025-02-18,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,SMB,Opportunity,1,1,1,0,0.0,34
LEAD-20247580,2024-06-16,CMP-09,Customer Reactivation Drip,Email Marketing,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247581,2024-03-19,CMP-08,High-Intent Keyword Capture,Google Ads,Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247582,2025-08-21,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247583,2025-05-07,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,11
LEAD-20247584,2025-05-27,CMP-09,Customer Reactivation Drip,Email Marketing,SMB,Sales Qualified Lead,1,1,0,0,0.0,11
LEAD-20247585,2024-07-02,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Enterprise,Opportunity,1,1,1,0,0.0,22
LEAD-20247586,2025-08-12,CMP-09,Customer Reactivation Drip,Email Marketing,Enterprise,Sales Qualified Lead,1,1,0,0,0.0,14
LEAD-20247587,2024-07-01,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Marketing Qualified Lead,1,0,0,0,0.0,14
LEAD-20247588,2024-04-02,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Marketing Qualified Lead,1,0,0,0,0.0,5
LEAD-20247589,2024-03-19,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247590,2024-07-12,CMP-09,Customer Reactivation Drip,Email Marketing,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,4
LEAD-20247591,2025-12-18,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247592,2025-04-13,CMP-08,High-Intent Keyword Capture,Google Ads,Enterprise,Sales Qualified Lead,1,1,0,0,0.0,45
LEAD-20247593,2024-08-10,CMP-03,SaaS Growth Nurture Series,Email Marketing,Mid-Market,Opportunity,1,1,1,0,0.0,52
LEAD-20247594,2025-04-29,CMP-08,High-Intent Keyword Capture,Google Ads,Enterprise,Sales Qualified Lead,1,1,0,0,0.0,39
LEAD-20247595,2025-02-21,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,12
LEAD-20247596,2024-12-11,CMP-02,Enterprise Search Dominance,Google Ads,SMB,Sales Qualified Lead,1,1,0,0,0.0,25
LEAD-20247597,2024-03-04,CMP-02,Enterprise Search Dominance,Google Ads,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,44
LEAD-20247598,2024-09-28,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,17
LEAD-20247599,2025-01-17,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,SMB,Closed Won,1,1,1,1,5711.66,95
LEAD-20247600,2024-09-04,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),SMB,Marketing Qualified Lead,1,0,0,0,0.0,3
LEAD-20247601,2025-07-22,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Sales Qualified Lead,1,1,0,0,0.0,26
LEAD-20247602,2024-07-31,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,7
LEAD-20247603,2025-08-21,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247604,2025-06-27,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247605,2025-09-22,CMP-02,Enterprise Search Dominance,Google Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,16
LEAD-20247606,2024-05-16,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247607,2024-03-24,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247608,2024-03-01,CMP-09,Customer Reactivation Drip,Email Marketing,SMB,Opportunity,1,1,1,0,0.0,38
LEAD-20247609,2024-10-20,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,SMB,Opportunity,1,1,1,0,0.0,80
LEAD-20247610,2025-10-11,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Marketing Qualified Lead,1,0,0,0,0.0,5
LEAD-20247611,2024-11-23,CMP-02,Enterprise Search Dominance,Google Ads,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247612,2024-08-12,CMP-03,SaaS Growth Nurture Series,Email Marketing,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,20
LEAD-20247613,2024-07-04,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Enterprise,Sales Qualified Lead,1,1,0,0,0.0,17
LEAD-20247614,2025-11-22,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247615,2024-03-20,CMP-03,SaaS Growth Nurture Series,Email Marketing,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,15
LEAD-20247616,2024-09-16,CMP-09,Customer Reactivation Drip,Email Marketing,SMB,Marketing Qualified Lead,1,0,0,0,0.0,13
LEAD-20247617,2025-08-30,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,7
LEAD-20247618,2024-03-18,CMP-02,Enterprise Search Dominance,Google Ads,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247619,2025-05-11,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,18
LEAD-20247620,2025-09-04,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Sales Qualified Lead,1,1,0,0,0.0,15
LEAD-20247621,2024-09-14,CMP-08,High-Intent Keyword Capture,Google Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,5
LEAD-20247622,2024-02-14,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,5
LEAD-20247623,2024-01-05,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,15
LEAD-20247624,2024-01-04,CMP-03,SaaS Growth Nurture Series,Email Marketing,Mid-Market,Opportunity,1,1,1,0,0.0,27
LEAD-20247625,2025-01-22,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,38
LEAD-20247626,2025-11-05,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,9
LEAD-20247627,2025-05-08,CMP-02,Enterprise Search Dominance,Google Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,5
LEAD-20247628,2024-11-18,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,SMB,Sales Qualified Lead,1,1,0,0,0.0,29
LEAD-20247629,2024-09-09,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,4
LEAD-20247630,2025-03-12,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247631,2025-06-27,CMP-09,Customer Reactivation Drip,Email Marketing,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247632,2025-07-11,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247633,2024-11-18,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247634,2025-07-08,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,18
LEAD-20247635,2024-05-27,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Marketing Qualified Lead,1,0,0,0,0.0,8
LEAD-20247636,2025-06-28,CMP-06,Creator Industry Endorsement,Influencer Partnerships,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247637,2025-10-14,CMP-09,Customer Reactivation Drip,Email Marketing,SMB,Opportunity,1,1,1,0,0.0,51
LEAD-20247638,2024-03-01,CMP-02,Enterprise Search Dominance,Google Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,7
LEAD-20247639,2025-03-16,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),SMB,Marketing Qualified Lead,1,0,0,0,0.0,20
LEAD-20247640,2024-06-28,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Enterprise,Sales Qualified Lead,1,1,0,0,0.0,23
LEAD-20247641,2024-12-11,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,7
LEAD-20247642,2025-01-01,CMP-08,High-Intent Keyword Capture,Google Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,11
LEAD-20247643,2024-01-16,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,18
LEAD-20247644,2025-04-24,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247645,2025-01-10,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247646,2025-08-16,CMP-03,SaaS Growth Nurture Series,Email Marketing,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,7
LEAD-20247647,2025-11-22,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,20
LEAD-20247648,2024-07-18,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247649,2025-05-30,CMP-03,SaaS Growth Nurture Series,Email Marketing,SMB,Marketing Qualified Lead,1,0,0,0,0.0,3
LEAD-20247650,2024-09-26,CMP-09,Customer Reactivation Drip,Email Marketing,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,10
LEAD-20247651,2025-01-19,CMP-09,Customer Reactivation Drip,Email Marketing,Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247652,2025-04-30,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247653,2024-02-19,CMP-08,High-Intent Keyword Capture,Google Ads,Enterprise,Sales Qualified Lead,1,1,0,0,0.0,35
LEAD-20247654,2025-01-23,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247655,2024-02-29,CMP-08,High-Intent Keyword Capture,Google Ads,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,26
LEAD-20247656,2024-10-11,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Enterprise,Sales Qualified Lead,1,1,0,0,0.0,36
LEAD-20247657,2025-06-28,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,12
LEAD-20247658,2024-08-07,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247659,2024-06-28,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247660,2024-05-22,CMP-08,High-Intent Keyword Capture,Google Ads,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,34
LEAD-20247661,2024-03-17,CMP-02,Enterprise Search Dominance,Google Ads,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247662,2024-09-13,CMP-09,Customer Reactivation Drip,Email Marketing,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,10
LEAD-20247663,2025-10-03,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,13
LEAD-20247664,2024-06-30,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247665,2024-07-22,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247666,2024-08-23,CMP-02,Enterprise Search Dominance,Google Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247667,2025-02-26,CMP-03,SaaS Growth Nurture Series,Email Marketing,Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247668,2024-07-05,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247669,2024-11-08,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247670,2025-03-01,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247671,2024-12-30,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247672,2024-09-21,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Enterprise,Opportunity,1,1,1,0,0.0,90
LEAD-20247673,2025-11-11,CMP-02,Enterprise Search Dominance,Google Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,13
LEAD-20247674,2024-01-19,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,10
LEAD-20247675,2024-01-23,CMP-08,High-Intent Keyword Capture,Google Ads,Enterprise,Closed Won,1,1,1,1,21630.93,77
LEAD-20247676,2025-05-02,CMP-09,Customer Reactivation Drip,Email Marketing,SMB,Marketing Qualified Lead,1,0,0,0,0.0,10
LEAD-20247677,2025-09-27,CMP-03,SaaS Growth Nurture Series,Email Marketing,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,23
LEAD-20247678,2024-01-19,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Enterprise,Sales Qualified Lead,1,1,0,0,0.0,37
LEAD-20247679,2025-11-27,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,9
LEAD-20247680,2024-12-12,CMP-03,SaaS Growth Nurture Series,Email Marketing,SMB,Sales Qualified Lead,1,1,0,0,0.0,17
LEAD-20247681,2024-10-07,CMP-03,SaaS Growth Nurture Series,Email Marketing,Enterprise,Sales Qualified Lead,1,1,0,0,0.0,18
LEAD-20247682,2024-11-10,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,SMB,Opportunity,1,1,1,0,0.0,59
LEAD-20247683,2025-04-04,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,10
LEAD-20247684,2024-01-12,CMP-09,Customer Reactivation Drip,Email Marketing,SMB,Closed Won,1,1,1,1,5783.75,109
LEAD-20247685,2024-01-17,CMP-02,Enterprise Search Dominance,Google Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,14
LEAD-20247686,2024-09-16,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247687,2025-08-02,CMP-06,Creator Industry Endorsement,Influencer Partnerships,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247688,2024-12-11,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247689,2024-12-03,CMP-09,Customer Reactivation Drip,Email Marketing,SMB,Sales Qualified Lead,1,1,0,0,0.0,42
LEAD-20247690,2024-09-04,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247691,2024-01-25,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,12
LEAD-20247692,2024-10-27,CMP-02,Enterprise Search Dominance,Google Ads,Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20247693,2024-10-13,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Enterprise,Sales Qualified Lead,1,1,0,0,0.0,27
LEAD-20247694,2024-01-15,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,6
