shipment_id,order_date,supplier_id,supplier_name,supplier_tier,warehouse_id,origin_warehouse,carrier_name,weight_kg,shipping_cost_usd,scheduled_delivery_date,actual_delivery_date,delivery_delay_days,delivery_status,on_time_flag,damage_flag
SHP-20244190,2024-09-16,SUP-08,Indus Logistics Fab,Tier 3,WH-BLR-03,South Central (Bengaluru),Express Air Freight,54.25,182.28,2024-09-22,2024-09-24,2,Delayed,0,0
SHP-20244191,2025-10-16,SUP-05,Falcon Fasteners Corp,Tier 2,WH-KOL-04,East Gateway (Kolkata),Standard Rail Transport,270.93,206.28,2025-10-19,2025-10-24,5,Delayed,0,0
SHP-20244192,2024-10-23,SUP-01,Apex Precision Components,Tier 1,WH-MUM-02,West Port (Mumbai),Standard Rail Transport,641.04,480.62,2024-10-26,2024-10-26,0,On-Time,1,0
SHP-20244193,2025-04-03,SUP-04,Evergreen Raw Materials,Tier 2,WH-DEL-01,North Hub (Delhi-NCR),Express Air Freight,232.17,476.36,2025-04-05,2025-04-06,1,Delayed,0,0
SHP-20244194,2024-07-16,SUP-01,Apex Precision Components,Tier 1,WH-BLR-03,South Central (Bengaluru),Express Air Freight,420.44,857.94,2024-07-22,2024-07-24,2,Delayed,0,0
SHP-20244195,2024-10-27,SUP-07,Hind Cargo Aggregates,Tier 3,WH-BLR-03,South Central (Bengaluru),Regional Truckload,732.94,520.26,2024-11-02,2024-11-02,0,On-Time,1,0
SHP-20244196,2024-11-14,SUP-01,Apex Precision Components,Tier 1,WH-BLR-03,South Central (Bengaluru),Regional Truckload,546.65,436.46,2024-11-17,2024-11-18,1,Delayed,0,0
SHP-20244197,2025-07-17,SUP-03,Delta Electronics Hub,Tier 1,WH-DEL-01,North Hub (Delhi-NCR),Priority Surface Cargo,136.54,212.44,2025-07-21,2025-07-21,0,On-Time,1,0
SHP-20244198,2025-01-30,SUP-05,Falcon Fasteners Corp,Tier 2,WH-BLR-03,South Central (Bengaluru),Priority Surface Cargo,413.89,495.45,2025-02-01,2025-02-02,1,Delayed,0,0
SHP-20244199,2025-07-09,SUP-02,Bharat Heavy Forgings,Tier 1,WH-DEL-01,North Hub (Delhi-NCR),Standard Rail Transport,120.77,124.04,15/07/2025,2025-07-17,2,delayed  ,0,0
SHP-20244200,2024-10-16,SUP-06,Global Polymer Solutions,Tier 2,WH-MUM-02,West Port (Mumbai),Express Air Freight,267.69,572.86,2024-10-18,2024-10-18,0,On-Time,1,0
SHP-20244201,2024-05-25,SUP-07,Hind Cargo Aggregates,Tier 3,WH-BLR-03,South Central (Bengaluru),Express Air Freight,341.84,709.05,2024-05-27,2024-05-27,0,On-Time,1,0
SHP-20244202,2025-02-26,SUP-04,Evergreen Raw Materials,Tier 2,WH-KOL-04,East Gateway (Kolkata),Priority Surface Cargo,836.82,974.68,2025-03-03,2025-03-04,1,Delayed,0,0
SHP-20244203,2025-06-21,SUP-03,Delta Electronics Hub,Tier 1,WH-DEL-01,North Hub (Delhi-NCR),Standard Rail Transport,352.66,317.95,2025-06-25,2025-06-25,0,On-Time,1,0
SHP-20244204,2024-08-21,SUP-03,Delta Electronics Hub,Tier 1,WH-MUM-02,West Port (Mumbai),Regional Truckload,438.42,325.3,2024-08-23,2024-08-24,1,Delayed,0,0
SHP-20244205,2025-11-03,SUP-05,Falcon Fasteners Corp,Tier 2,WH-DEL-01,North Hub (Delhi-NCR),Regional Truckload,34.34,112.58,2025-11-06,2025-11-09,3,delayed  ,0,0
SHP-20244206,2024-04-22,SUP-03,Delta Electronics Hub,Tier 1,WH-KOL-04,East Gateway (Kolkata),Regional Truckload,637.76,478.09,2024-04-25,2024-04-28,3,Delayed,0,0
SHP-20244207,2024-05-19,SUP-03,Delta Electronics Hub,Tier 1,WH-MUM-02,West Port (Mumbai),Regional Truckload,241.16,208.71,2024-05-25,2024-05-26,1,Delayed,0,0
SHP-20244208,2024-03-07,SUP-07,Hind Cargo Aggregates,Tier 3,WH-DEL-01,North Hub (Delhi-NCR),Regional Truckload,536.28,426.14,2024-03-09,2024-03-09,0,On-Time,1,0
SHP-20244209,2024-04-18,SUP-03,Delta Electronics Hub,Tier 1,WH-BLR-03,South Central (Bengaluru),Priority Surface Cargo,838.47,965.27,2024-04-23,2024-04-23,0,On-Time,1,0
SHP-20244210,2025-04-02,SUP-06,Global Polymer Solutions,Tier 2,WH-DEL-01,North Hub (Delhi-NCR),Express Air Freight,315.47,617.03,2025-04-06,2025-04-10,4,Delayed,0,0
SHP-20244211,2025-07-28,SUP-08,Indus Logistics Fab,Tier 3,WH-MUM-02,West Port (Mumbai),Priority Surface Cargo,584.07,673.78,2025-07-30,2025-08-01,2,Delayed,0,0
SHP-20244212,2025-08-17,SUP-05,Falcon Fasteners Corp,Tier 2,WH-MUM-02,West Port (Mumbai),Priority Surface Cargo,138.34,223.59,2025-08-20,2025-08-20,0,On-Time,1,0
SHP-20244213,2025-12-10,SUP-07,Hind Cargo Aggregates,Tier 3,WH-KOL-04,East Gateway (Kolkata),Priority Surface Cargo,235.56,305.71,2025-12-15,2025-12-17,2,Delayed,0,0
SHP-20244214,2025-04-08,SUP-05,Falcon Fasteners Corp,Tier 2,WH-BLR-03,South Central (Bengaluru),Standard Rail Transport,570.74,437.91,2025-04-12,2025-04-14,2,Delayed,0,0
SHP-20244215,2025-12-17,SUP-04,Evergreen Raw Materials,Tier 2,WH-BLR-03,South Central (Bengaluru),Priority Surface Cargo,67.18,109.57,2025-12-23,2025-12-23,0,On-Time,1,0
SHP-20244216,2025-09-14,SUP-07,Hind Cargo Aggregates,Tier 3,WH-BLR-03,South Central (Bengaluru),Express Air Freight,103.41,283.58,2025-09-20,2025-09-21,1,Delayed,0,0
SHP-20244217,2025-10-05,SUP-06,Global Polymer Solutions,Tier 2,WH-MUM-02,West Port (Mumbai),Priority Surface Cargo,373.32,466.88,2025-10-09,2025-10-10,1,Delayed,0,0
SHP-20244218,2024-08-13,SUP-01,Apex Precision Components,Tier 1,WH-MUM-02,West Port (Mumbai),Regional Truckload,25.31,51.31,2024-08-17,2024-08-17,0,On-Time,1,0
SHP-20244219,2024-11-25,SUP-05,Falcon Fasteners Corp,Tier 2,WH-BLR-03,South Central (Bengaluru),Standard Rail Transport,672.48,531.88,2024-11-27,2024-11-27,0,On-Time,1,0
SHP-20244220,2024-01-20,SUP-05,Falcon Fasteners Corp,Tier 2,WH-DEL-01,North Hub (Delhi-NCR),Standard Rail Transport,45.64,88.62,2024-01-22,2024-01-22,0,On-Time,1,0
SHP-20244221,2025-06-12,SUP-06,Global Polymer Solutions,Tier 2,WH-BLR-03,South Central (Bengaluru),Express Air Freight,662.49,1309.25,2025-06-17,2025-06-17,0,On-Time,1,0
SHP-20244222,2024-08-12,SUP-07,Hind Cargo Aggregates,Tier 3,WH-KOL-04,East Gateway (Kolkata),Standard Rail Transport,507.92,412.51,2024-08-16,2024-08-23,7,Delayed,0,0
SHP-20244223,2024-04-02,SUP-06,Global Polymer Solutions,Tier 2,WH-MUM-02,West Port (Mumbai),Regional Truckload,495.78,377.06,2024-04-05,2024-04-05,0,On-Time,1,0
SHP-20244224,2024-07-25,SUP-01,Apex Precision Components,Tier 1,WH-BLR-03,South Central (Bengaluru),Express Air Freight,618.33,1189.62,2024-07-30,2024-07-31,1,Delayed,0,0
SHP-20244225,2024-03-07,SUP-08,Indus Logistics Fab,Tier 3,WH-MUM-02,West Port (Mumbai),Regional Truckload,535.11,430.54,2024-03-11,2024-03-14,3,Delayed,0,0
SHP-20244226,2025-10-19,SUP-06,Global Polymer Solutions,Tier 2,WH-MUM-02,West Port (Mumbai),Express Air Freight,594.65,1177.65,2025-10-25,2025-10-25,0,On-Time,1,0
SHP-20244227,2025-06-14,SUP-03,Delta Electronics Hub,Tier 1,WH-KOL-04,East Gateway (Kolkata),Priority Surface Cargo,-583.94,701.66,2025-06-18,2025-06-22,4,Delayed,0,0
SHP-20244228,2025-08-24,SUP-06,Global Polymer Solutions,Tier 2,WH-BLR-03,South Central (Bengaluru),Regional Truckload,189.63,214.96,2025-08-28,2025-08-28,0,On-Time,1,0
SHP-20244229,2025-09-18,SUP-04,Evergreen Raw Materials,Tier 2,WH-MUM-02,West Port (Mumbai),Standard Rail Transport,621.3,460.52,2025-09-20,2025-09-20,0,On-Time,1,0
SHP-20244230,2024-03-17,SUP-01,Apex Precision Components,Tier 1,WH-KOL-04,East Gateway (Kolkata),Express Air Freight,22.34,72.81,2024-03-22,2024-03-23,1,Delayed,0,0
SHP-20244231,2024-08-13,SUP-03,Delta Electronics Hub,Tier 1,WH-DEL-01,North Hub (Delhi-NCR),Priority Surface Cargo,35.4,120.5,2024-08-19,2024-08-19,0,On-Time,1,0
SHP-20244232,2024-05-18,SUP-07,Hind Cargo Aggregates,Tier 3,WH-MUM-02,West Port (Mumbai),Express Air Freight,676.77,1345.81,2024-05-24,2024-05-29,5,Delayed,0,0
SHP-20244233,2024-02-02,SUP-01,Apex Precision Components,Tier 1,WH-KOL-04,East Gateway (Kolkata),Express Air Freight,469.8,949.01,2024-02-08,2024-02-09,1,Delayed,0,0
SHP-20244234,2024-09-21,SUP-05,Falcon Fasteners Corp,Tier 2,WH-MUM-02,West Port (Mumbai),Priority Surface Cargo,83.51,171.86,2024-09-26,2024-09-26,0,On-Time,1,0
SHP-20244235,2024-04-07,SUP-04,Evergreen Raw Materials,Tier 2,WH-KOL-04,East Gateway (Kolkata),Priority Surface Cargo,102.99,146.07,2024-04-11,2024-04-18,7,Delayed,0,1
SHP-20244236,2025-08-03,SUP-08,Indus Logistics Fab,Tier 3,WH-BLR-03,South Central (Bengaluru),Express Air Freight,158.96,339.99,2025-08-09,2025-08-10,1,Delayed,0,1
SHP-20244237,2024-08-22,SUP-02,Bharat Heavy Forgings,Tier 1,WH-BLR-03,South Central (Bengaluru),Express Air Freight,382.42,762.48,26/08/2024,2024-08-26,0,On-Time,1,0
SHP-20244238,2025-06-14,SUP-04,Evergreen Raw Materials,Tier 2,WH-BLR-03,South Central (Bengaluru),Regional Truckload,778.09,533.25,2025-06-17,2025-06-17,0,On-Time,1,0
SHP-20244239,2024-10-30,SUP-02,Bharat Heavy Forgings,Tier 1,WH-BLR-03,South Central (Bengaluru),Express Air Freight,656.8,1255.21,2024-11-02,2024-11-02,0,On-Time,1,0
SHP-20244240,2025-07-06,SUP-02,Bharat Heavy Forgings,Tier 1,WH-DEL-01,North Hub (Delhi-NCR),Express Air Freight,556.11,1075.47,2025-07-08,2025-07-08,0,On-Time,1,0
SHP-20244241,2025-06-11,SUP-07,Hind Cargo Aggregates,Tier 3,WH-DEL-01,North Hub (Delhi-NCR),Standard Rail Transport,182.54,195.71,2025-06-16,2025-06-16,0,On-Time,1,0
SHP-20244242,2025-08-25,SUP-08,Indus Logistics Fab,Tier 3,WH-BLR-03,South Central (Bengaluru),Express Air Freight,588.45,1179.65,31/08/2025,2025-08-31,0,On-Time,1,0
SHP-20244243,2024-09-13,SUP-02,Bharat Heavy Forgings,Tier 1,WH-BLR-03,South Central (Bengaluru),Express Air Freight,188.99,378.62,2024-09-16,2024-09-16,0,On-Time,1,0
SHP-20244244,2025-02-06,SUP-06,Global Polymer Solutions,Tier 2,WH-BLR-03,South Central (Bengaluru),Regional Truckload,220.91,181.14,2025-02-12,2025-02-14,2,Delayed,0,1
SHP-20244245,2025-10-07,SUP-04,Evergreen Raw Materials,Tier 2,WH-MUM-02,West Port (Mumbai),Express Air Freight,-446.42,866.24,2025-10-10,2025-10-11,1,Delayed,0,0
SHP-20244246,2025-01-24,SUP-05,Falcon Fasteners Corp,Tier 2,WH-BLR-03,South Central (Bengaluru),Priority Surface Cargo,147.77,207.92,2025-01-28,2025-01-31,3,Delayed,0,0
SHP-20244247,2025-08-23,SUP-02,Bharat Heavy Forgings,Tier 1,WH-KOL-04,East Gateway (Kolkata),Express Air Freight,430.42,833.49,2025-08-29,2025-09-09,11,Delayed,0,0
SHP-20244248,2025-01-04,SUP-06,Global Polymer Solutions,Tier 2,WH-MUM-02,West Port (Mumbai),Regional Truckload,416.13,340.96,2025-01-09,2025-01-14,5,Delayed,0,0
SHP-20244249,2024-10-06,SUP-03,Delta Electronics Hub,Tier 1,WH-BLR-03,South Central (Bengaluru),Regional Truckload,599.73,421.22,2024-10-09,2024-10-11,2,Delayed,0,0
SHP-20244250,2025-02-14,SUP-04,Evergreen Raw Materials,Tier 2,WH-MUM-02,West Port (Mumbai),Priority Surface Cargo,98.62,143.04,2025-02-19,2025-02-19,0,On-Time,1,0
SHP-20244251,2024-02-20,SUP-05,Falcon Fasteners Corp,Tier 2,WH-KOL-04,East Gateway (Kolkata),Express Air Freight,169.27,362.69,2024-02-23,2024-02-23,0,On-Time,1,0
SHP-20244252,2024-02-04,SUP-07,Hind Cargo Aggregates,Tier 3,WH-KOL-04,East Gateway (Kolkata),Priority Surface Cargo,807.01,928.38,2024-02-06,2024-02-13,7,Delayed,0,0
SHP-20244253,2024-09-15,SUP-01,Apex Precision Components,Tier 1,WH-KOL-04,East Gateway (Kolkata),Express Air Freight,719.93,1425.17,2024-09-18,2024-09-23,5,Delayed,0,0
SHP-20244254,2025-08-12,SUP-07,Hind Cargo Aggregates,Tier 3,WH-KOL-04,East Gateway (Kolkata),Express Air Freight,656.41,1300.87,2025-08-15,2025-08-20,5,Delayed,0,0
SHP-20244255,2024-01-24,SUP-03,Delta Electronics Hub,Tier 1,WH-MUM-02,West Port (Mumbai),Express Air Freight,58.79,200.21,2024-01-27,2024-01-28,1,Delayed,0,0
SHP-20244256,2025-03-11,SUP-03,Delta Electronics Hub,Tier 1,WH-MUM-02,West Port (Mumbai),Regional Truckload,162.15,190.93,2025-03-17,2025-03-20,3,Delayed,0,0
SHP-20244257,2025-08-12,SUP-01,Apex Precision Components,Tier 1,WH-DEL-01,North Hub (Delhi-NCR),Regional Truckload,133.3,153.6,2025-08-16,2025-08-16,0,On-Time,1,0
SHP-20244258,2025-06-11,SUP-05,Falcon Fasteners Corp,Tier 2,WH-DEL-01,North Hub (Delhi-NCR),Priority Surface Cargo,689.31,821.36,2025-06-17,2025-06-20,3,Delayed,0,0
SHP-20244259,2024-07-22,SUP-02,Bharat Heavy Forgings,Tier 1,WH-BLR-03,South Central (Bengaluru),Express Air Freight,814.37,1553.87,2024-07-27,2024-07-27,0,On-Time,1,1
SHP-20244260,2025-06-04,SUP-07,Hind Cargo Aggregates,Tier 3,WH-MUM-02,West Port (Mumbai),Standard Rail Transport,24.26,73.28,2025-06-10,2025-06-11,1,Delayed,0,0
SHP-20244261,2025-06-26,SUP-02,Bharat Heavy Forgings,Tier 1,WH-KOL-04,East Gateway (Kolkata),Standard Rail Transport,526.07,422.72,2025-07-01,2025-07-01,0,On-Time,1,0
SHP-20244262,2024-12-30,SUP-07,Hind Cargo Aggregates,Tier 3,WH-DEL-01,North Hub (Delhi-NCR),Standard Rail Transport,122.16,165.04,2025-01-05,2025-01-07,2,Delayed,0,0
SHP-20244263,2025-10-29,SUP-08,Indus Logistics Fab,Tier 3,WH-DEL-01,North Hub (Delhi-NCR),Regional Truckload,493.06,387.01,2025-11-03,2025-11-03,0,On-Time,1,0
SHP-20244264,2025-04-19,SUP-05,Falcon Fasteners Corp,Tier 2,WH-MUM-02,West Port (Mumbai),Priority Surface Cargo,552.23,663.03,2025-04-21,2025-04-24,3,Delayed,0,0
SHP-20244265,2025-10-16,SUP-08,Indus Logistics Fab,Tier 3,WH-BLR-03,South Central (Bengaluru),Priority Surface Cargo,825.79,975.64,2025-10-19,2025-10-24,5,Delayed,0,0
SHP-20244266,2024-08-08,SUP-01,Apex Precision Components,Tier 1,WH-BLR-03,South Central (Bengaluru),Regional Truckload,491.06,360.68,2024-08-12,2024-08-12,0,On-Time,1,0
SHP-20244267,2024-09-06,SUP-08,Indus Logistics Fab,Tier 3,WH-DEL-01,North Hub (Delhi-NCR),Priority Surface Cargo,778.46,889.31,2024-09-10,2024-09-10,0,On-Time,1,0
SHP-20244268,2025-09-22,SUP-01,Apex Precision Components,Tier 1,WH-KOL-04,East Gateway (Kolkata),Regional Truckload,47.72,70.06,2025-09-27,2025-09-27,0,On-Time,1,0
SHP-20244269,2025-09-05,SUP-04,Evergreen Raw Materials,Tier 2,WH-BLR-03,South Central (Bengaluru),Regional Truckload,540.95,379.39,2025-09-09,2025-09-11,2,Delayed,0,0
SHP-20244270,2024-10-10,SUP-04,Evergreen Raw Materials,Tier 2,WH-MUM-02,West Port (Mumbai),Regional Truckload,-733.89,509.68,2024-10-13,2024-10-17,4,Delayed,0,0
SHP-20244271,2024-11-15,SUP-02,Bharat Heavy Forgings,Tier 1,WH-KOL-04,East Gateway (Kolkata),Express Air Freight,584.66,1122.07,2024-11-21,2024-11-21,0,On-Time,1,0
SHP-20244272,2025-04-13,SUP-02,Bharat Heavy Forgings,Tier 1,WH-KOL-04,East Gateway (Kolkata),Regional Truckload,194.92,173.51,2025-04-19,2025-04-29,10,Delayed,0,0
SHP-20244273,2025-09-04,SUP-07,Hind Cargo Aggregates,Tier 3,WH-DEL-01,North Hub (Delhi-NCR),Express Air Freight,30.44,91.77,2025-09-07,2025-09-12,5,Delayed,0,0
SHP-20244274,2024-02-10,SUP-05,Falcon Fasteners Corp,Tier 2,WH-MUM-02,West Port (Mumbai),Regional Truckload,539.51,436.14,2024-02-12,2024-02-13,1,Delayed,0,0
SHP-20244275,2025-11-26,SUP-08,Indus Logistics Fab,Tier 3,WH-MUM-02,West Port (Mumbai),Standard Rail Transport,764.19,534.83,2025-12-01,2025-12-05,4,Delayed,0,0
SHP-20244276,2024-03-06,SUP-02,Bharat Heavy Forgings,Tier 1,WH-MUM-02,West Port (Mumbai),Regional Truckload,191.45,201.57,2024-03-12,2024-03-14,2,Delayed,0,0
SHP-20244277,2024-01-02,SUP-06,Global Polymer Solutions,Tier 2,WH-DEL-01,North Hub (Delhi-NCR),Priority Surface Cargo,674.4,781.81,2024-01-06,2024-01-07,1,Delayed,0,0
SHP-20244278,2024-06-27,SUP-06,Global Polymer Solutions,Tier 2,WH-DEL-01,North Hub (Delhi-NCR),Regional Truckload,517.57,412.49,2024-06-30,2024-06-30,0,On-Time,1,0
SHP-20244279,2024-07-11,SUP-01,Apex Precision Components,Tier 1,WH-KOL-04,East Gateway (Kolkata),Express Air Freight,615.15,1173.44,2024-07-17,2024-07-23,6,Delayed,0,0
SHP-20244280,2024-05-30,SUP-02,Bharat Heavy Forgings,Tier 1,WH-MUM-02,West Port (Mumbai),Express Air Freight,452.02,878.85,2024-06-01,2024-06-01,0,On-Time,1,0
SHP-20244281,2024-12-06,SUP-02,Bharat Heavy Forgings,Tier 1,WH-MUM-02,West Port (Mumbai),Priority Surface Cargo,428.53,550.2,2024-12-11,2024-12-15,4,Delayed,0,0
SHP-20244282,2024-02-13,SUP-02,Bharat Heavy Forgings,Tier 1,WH-KOL-04,East Gateway (Kolkata),Regional Truckload,453.58,364.03,2024-02-15,2024-02-16,1,Delayed,0,0
SHP-20244283,2025-09-08,SUP-05,Falcon Fasteners Corp,Tier 2,WH-KOL-04,East Gateway (Kolkata),Standard Rail Transport,625.11,434.07,2025-09-13,2025-09-13,0,On-Time,1,0
SHP-20244284,2024-07-29,SUP-01,Apex Precision Components,Tier 1,WH-BLR-03,South Central (Bengaluru),Priority Surface Cargo,430.66,548.05,2024-08-03,2024-08-08,5,Delayed,0,0
SHP-20244285,2024-05-01,SUP-05,Falcon Fasteners Corp,Tier 2,WH-MUM-02,West Port (Mumbai),Priority Surface Cargo,534.74,650.55,2024-05-06,2024-05-06,0,On-Time,1,0
SHP-20244286,2025-06-22,SUP-08,Indus Logistics Fab,Tier 3,WH-DEL-01,North Hub (Delhi-NCR),Express Air Freight,503.47,960.66,2025-06-24,2025-06-25,1,Delayed,0,1
SHP-20244287,2025-03-21,SUP-03,Delta Electronics Hub,Tier 1,WH-BLR-03,South Central (Bengaluru),Regional Truckload,772.32,532.44,2025-03-23,2025-03-23,0,On-Time,1,0
SHP-20244288,2024-09-21,SUP-07,Hind Cargo Aggregates,Tier 3,WH-MUM-02,West Port (Mumbai),Standard Rail Transport,217.09,235.23,2024-09-23,2024-09-23,0,On-Time,1,0
SHP-20244289,2025-12-06,SUP-01,Apex Precision Components,Tier 1,WH-MUM-02,West Port (Mumbai),Express Air Freight,761.72,1491.63,2025-12-11,2025-12-12,1,Delayed,0,0
SHP-20244290,2025-09-07,SUP-06,Global Polymer Solutions,Tier 2,WH-KOL-04,East Gateway (Kolkata),Regional Truckload,541.48,435.17,2025-09-10,2025-09-11,1,Delayed,0,0
SHP-20244291,2025-08-01,SUP-07,Hind Cargo Aggregates,Tier 3,WH-BLR-03,South Central (Bengaluru),Express Air Freight,602.74,1203.85,2025-08-07,2025-08-17,10,Delayed,0,0
SHP-20244292,2024-10-01,SUP-07,Hind Cargo Aggregates,Tier 3,WH-KOL-04,East Gateway (Kolkata),Standard Rail Transport,547.18,413.75,2024-10-05,2024-10-14,9,Delayed,0,0
SHP-20244293,2025-03-29,SUP-01,Apex Precision Components,Tier 1,WH-KOL-04,East Gateway (Kolkata),Express Air Freight,652.77,1300.63,2025-04-03,2025-04-07,4,Delayed,0,0
SHP-20244294,2025-03-24,SUP-01,Apex Precision Components,Tier 1,WH-MUM-02,West Port (Mumbai),Standard Rail Transport,605.25,432.41,2025-03-27,2025-03-27,0,On-Time,1,0
SHP-20244295,2024-12-15,SUP-08,Indus Logistics Fab,Tier 3,WH-MUM-02,West Port (Mumbai),Priority Surface Cargo,202.31,317.24,2024-12-21,2024-12-26,5,Delayed,0,0
SHP-20244296,2024-06-11,SUP-03,Delta Electronics Hub,Tier 1,WH-DEL-01,North Hub (Delhi-NCR),Express Air Freight,465.6,948.59,2024-06-17,2024-06-20,3,Delayed,0,0
SHP-20244297,2025-08-13,SUP-07,Hind Cargo Aggregates,Tier 3,WH-MUM-02,West Port (Mumbai),Express Air Freight,670.08,1279.63,2025-08-19,2025-08-25,6,Delayed,0,0
SHP-20244298,2024-07-23,SUP-08,Indus Logistics Fab,Tier 3,WH-DEL-01,North Hub (Delhi-NCR),Regional Truckload,24.09,78.54,2024-07-28,2024-07-28,0,On-Time,1,0
SHP-20244299,2024-08-06,SUP-06,Global Polymer Solutions,Tier 2,WH-DEL-01,North Hub (Delhi-NCR),Regional Truckload,788.9,571.56,2024-08-10,2024-08-14,4,Delayed,0,0
SHP-20244300,2024-05-27,SUP-04,Evergreen Raw Materials,Tier 2,WH-KOL-04,East Gateway (Kolkata),Express Air Freight,776.52,1478.48,2024-05-30,2024-05-30,0,On-Time,1,0
SHP-20244301,2025-09-20,SUP-08,Indus Logistics Fab,Tier 3,WH-MUM-02,West Port (Mumbai),Express Air Freight,36.8,114.21,2025-09-22,2025-09-25,3,Delayed,0,0
SHP-20244302,2024-07-08,SUP-05,Falcon Fasteners Corp,Tier 2,WH-BLR-03,South Central (Bengaluru),Regional Truckload,107.05,145.95,2024-07-10,2024-07-10,0,On-Time,1,0
SHP-20244303,2024-11-18,SUP-07,Hind Cargo Aggregates,Tier 3,WH-DEL-01,North Hub (Delhi-NCR),Priority Surface Cargo,701.26,856.13,2024-11-20,2024-11-20,0,On-Time,1,0
SHP-20244304,2025-09-21,SUP-02,Bharat Heavy Forgings,Tier 1,WH-KOL-04,East Gateway (Kolkata),Standard Rail Transport,730.36,506.46,2025-09-25,2025-09-25,0,On-Time,1,0
SHP-20244305,2025-05-03,SUP-03,Delta Electronics Hub,Tier 1,WH-MUM-02,West Port (Mumbai),Priority Surface Cargo,504.26,596.47,2025-05-09,2025-05-10,1,Delayed,0,0
SHP-20244306,2024-07-13,SUP-02,Bharat Heavy Forgings,Tier 1,WH-BLR-03,South Central (Bengaluru),Regional Truckload,228.94,222.52,18/07/2024,2024-07-19,1,Delayed,0,0
SHP-20244307,2024-12-30,SUP-08,Indus Logistics Fab,Tier 3,WH-DEL-01,North Hub (Delhi-NCR),Standard Rail Transport,145.68,181.81,2025-01-01,2025-01-06,5,Delayed,0,0
SHP-20244308,2024-03-19,SUP-08,Indus Logistics Fab,Tier 3,WH-DEL-01,North Hub (Delhi-NCR),Standard Rail Transport,730.91,569.54,2024-03-24,2024-03-28,4,Delayed,0,0
SHP-20244309,2025-10-07,SUP-03,Delta Electronics Hub,Tier 1,WH-KOL-04,East Gateway (Kolkata),Express Air Freight,317.59,644.22,2025-10-09,2025-10-09,0,On-Time,1,0
SHP-20244310,2025-03-08,SUP-01,Apex Precision Components,Tier 1,WH-MUM-02,West Port (Mumbai),Standard Rail Transport,253.42,232.21,2025-03-10,2025-03-10,0,On-Time,1,0
SHP-20244311,2024-11-17,SUP-02,Bharat Heavy Forgings,Tier 1,WH-DEL-01,North Hub (Delhi-NCR),Express Air Freight,264.29,518.32,2024-11-23,2024-11-25,2,Delayed,0,0
SHP-20244312,2025-08-11,SUP-05,Falcon Fasteners Corp,Tier 2,WH-MUM-02,West Port (Mumbai),Regional Truckload,251.47,208.38,2025-08-17,2025-08-18,1,Delayed,0,0
SHP-20244313,2024-03-26,SUP-03,Delta Electronics Hub,Tier 1,WH-MUM-02,West Port (Mumbai),Regional Truckload,737.72,564.53,2024-04-01,2024-04-01,0,On-Time,1,0
SHP-20244314,2025-09-13,SUP-08,Indus Logistics Fab,Tier 3,WH-MUM-02,West Port (Mumbai),Express Air Freight,385.11,792.79,2025-09-19,2025-09-19,0,On-Time,1,0
SHP-20244315,2024-02-21,SUP-05,Falcon Fasteners Corp,Tier 2,WH-MUM-02,West Port (Mumbai),Standard Rail Transport,22.0,61.76,2024-02-25,2024-02-26,1,Delayed,0,0
SHP-20244316,2025-08-09,SUP-01,Apex Precision Components,Tier 1,WH-MUM-02,West Port (Mumbai),Regional Truckload,20.08,53.25,2025-08-12,2025-08-12,0,On-Time,1,0
SHP-20244317,2025-04-24,SUP-06,Global Polymer Solutions,Tier 2,WH-BLR-03,South Central (Bengaluru),Priority Surface Cargo,423.46,508.87,2025-04-30,2025-04-30,0,On-Time,1,0
SHP-20244318,2025-07-26,SUP-01,Apex Precision Components,Tier 1,WH-MUM-02,West Port (Mumbai),Regional Truckload,63.53,121.27,2025-07-29,2025-07-29,0,On-Time,1,0
SHP-20244319,2024-07-30,SUP-03,Delta Electronics Hub,Tier 1,WH-BLR-03,South Central (Bengaluru),Regional Truckload,310.34,294.66,2024-08-04,2024-08-04,0,On-Time,1,0
SHP-20244320,2024-06-24,SUP-04,Evergreen Raw Materials,Tier 2,WH-BLR-03,South Central (Bengaluru),Standard Rail Transport,49.35,68.16,2024-06-30,2024-06-30,0,On-Time,1,0
SHP-20244321,2025-06-02,SUP-05,Falcon Fasteners Corp,Tier 2,WH-KOL-04,East Gateway (Kolkata),Express Air Freight,750.34,1432.82,2025-06-05,2025-06-06,1,Delayed,0,0
SHP-20244322,2024-10-22,SUP-04,Evergreen Raw Materials,Tier 2,WH-BLR-03,South Central (Bengaluru),Express Air Freight,779.71,1468.28,2024-10-26,2024-11-01,6,Delayed,0,0
SHP-20244323,2024-12-27,SUP-08,Indus Logistics Fab,Tier 3,WH-MUM-02,West Port (Mumbai),Standard Rail Transport,215.44,189.7,2025-01-01,2025-01-02,1,Delayed,0,0
SHP-20244324,2025-11-20,SUP-07,Hind Cargo Aggregates,Tier 3,WH-DEL-01,North Hub (Delhi-NCR),Express Air Freight,581.0,1131.67,2025-11-25,2025-11-29,4,Delayed,0,0
SHP-20244325,2025-04-06,SUP-07,Hind Cargo Aggregates,Tier 3,WH-MUM-02,West Port (Mumbai),Regional Truckload,69.57,71.91,2025-04-08,2025-04-08,0,On-Time,1,0
SHP-20244326,2024-02-25,SUP-03,Delta Electronics Hub,Tier 1,WH-BLR-03,South Central (Bengaluru),Express Air Freight,706.59,1352.08,2024-03-01,2024-03-01,0,On-Time,1,0
